ExtCode	DetCode	ResCode	ResName
034	40	173	"CHLORDANE, CIS"
027	40	173	"CHLORDANE, CIS"
026	40	173	"CHLORDANE, CIS"
025	40	173	"CHLORDANE, CIS"
024	40	173	"CHLORDANE, CIS"
017	40	173	"CHLORDANE, CIS"
001	40	173	"CHLORDANE, CIS"
012	40	173	"CHLORDANE, CIS"
102	40	173	"CHLORDANE, CIS"
010	40	173	"CHLORDANE, CIS"
009	40	173	"CHLORDANE, CIS"
008	40	173	"CHLORDANE, CIS"
007	40	173	"CHLORDANE, CIS"
006	40	173	"CHLORDANE, CIS"
005	40	173	"CHLORDANE, CIS"
004	40	173	"CHLORDANE, CIS"
003	40	173	"CHLORDANE, CIS"
002	40	173	"CHLORDANE, CIS"
015	40	173	"CHLORDANE, CIS"
111	40	173	"CHLORDANE, CIS"
631	40	173	"CHLORDANE, CIS"
055	40	173	"CHLORDANE, CIS"
470	40	173	"CHLORDANE, CIS"
101	40	173	"CHLORDANE, CIS"
110	40	173	"CHLORDANE, CIS"
109	40	173	"CHLORDANE, CIS"
107	40	173	"CHLORDANE, CIS"
106	40	173	"CHLORDANE, CIS"
105	40	173	"CHLORDANE, CIS"
104	40	173	"CHLORDANE, CIS"
103	40	173	"CHLORDANE, CIS"
108	40	173	"CHLORDANE, CIS"
628	40	173	"CHLORDANE, CIS"
011	43	173	"CHLORDANE, CIS"
045	43	173	"CHLORDANE, CIS"
042	43	173	"CHLORDANE, CIS"
038	43	173	"CHLORDANE, CIS"
034	43	173	"CHLORDANE, CIS"
027	43	173	"CHLORDANE, CIS"
026	43	173	"CHLORDANE, CIS"
025	43	173	"CHLORDANE, CIS"
024	43	173	"CHLORDANE, CIS"
017	43	173	"CHLORDANE, CIS"
001	43	173	"CHLORDANE, CIS"
012	43	173	"CHLORDANE, CIS"
102	43	173	"CHLORDANE, CIS"
010	43	173	"CHLORDANE, CIS"
009	43	173	"CHLORDANE, CIS"
008	43	173	"CHLORDANE, CIS"
007	43	173	"CHLORDANE, CIS"
006	43	173	"CHLORDANE, CIS"
005	43	173	"CHLORDANE, CIS"
004	43	173	"CHLORDANE, CIS"
003	43	173	"CHLORDANE, CIS"
002	43	173	"CHLORDANE, CIS"
015	43	173	"CHLORDANE, CIS"
111	43	173	"CHLORDANE, CIS"
631	43	173	"CHLORDANE, CIS"
055	43	173	"CHLORDANE, CIS"
470	43	173	"CHLORDANE, CIS"
101	43	173	"CHLORDANE, CIS"
110	43	173	"CHLORDANE, CIS"
109	43	173	"CHLORDANE, CIS"
107	43	173	"CHLORDANE, CIS"
106	43	173	"CHLORDANE, CIS"
105	43	173	"CHLORDANE, CIS"
104	43	173	"CHLORDANE, CIS"
103	43	173	"CHLORDANE, CIS"
108	43	173	"CHLORDANE, CIS"
628	43	173	"CHLORDANE, CIS"
011	45	173	"CHLORDANE, CIS"
045	45	173	"CHLORDANE, CIS"
042	45	173	"CHLORDANE, CIS"
038	45	173	"CHLORDANE, CIS"
034	45	173	"CHLORDANE, CIS"
027	45	173	"CHLORDANE, CIS"
026	45	173	"CHLORDANE, CIS"
025	45	173	"CHLORDANE, CIS"
024	45	173	"CHLORDANE, CIS"
017	45	173	"CHLORDANE, CIS"
001	45	173	"CHLORDANE, CIS"
012	45	173	"CHLORDANE, CIS"
102	45	173	"CHLORDANE, CIS"
010	45	173	"CHLORDANE, CIS"
009	45	173	"CHLORDANE, CIS"
008	45	173	"CHLORDANE, CIS"
007	45	173	"CHLORDANE, CIS"
006	45	173	"CHLORDANE, CIS"
005	45	173	"CHLORDANE, CIS"
004	45	173	"CHLORDANE, CIS"
003	45	173	"CHLORDANE, CIS"
002	45	173	"CHLORDANE, CIS"
015	45	173	"CHLORDANE, CIS"
111	45	173	"CHLORDANE, CIS"
631	45	173	"CHLORDANE, CIS"
055	45	173	"CHLORDANE, CIS"
470	45	173	"CHLORDANE, CIS"
101	45	173	"CHLORDANE, CIS"
110	45	173	"CHLORDANE, CIS"
109	45	173	"CHLORDANE, CIS"
107	45	173	"CHLORDANE, CIS"
106	45	173	"CHLORDANE, CIS"
105	45	173	"CHLORDANE, CIS"
104	45	173	"CHLORDANE, CIS"
103	45	173	"CHLORDANE, CIS"
108	45	173	"CHLORDANE, CIS"
628	45	173	"CHLORDANE, CIS"
009	01	174	CAPTAFOL
631	01	174	CAPTAFOL
628	01	174	CAPTAFOL
470	01	174	CAPTAFOL
111	01	174	CAPTAFOL
056	01	174	CAPTAFOL
015	01	174	CAPTAFOL
012	01	174	CAPTAFOL
042	01	174	CAPTAFOL
038	01	174	CAPTAFOL
009	05	174	CAPTAFOL
631	05	174	CAPTAFOL
628	05	174	CAPTAFOL
470	05	174	CAPTAFOL
111	05	174	CAPTAFOL
056	05	174	CAPTAFOL
015	05	174	CAPTAFOL
012	05	174	CAPTAFOL
042	05	174	CAPTAFOL
038	05	174	CAPTAFOL
009	40	174	CAPTAFOL
631	40	174	CAPTAFOL
628	40	174	CAPTAFOL
470	40	174	CAPTAFOL
111	40	174	CAPTAFOL
056	40	174	CAPTAFOL
015	40	174	CAPTAFOL
012	40	174	CAPTAFOL
042	40	174	CAPTAFOL
038	40	174	CAPTAFOL
009	43	174	CAPTAFOL
631	43	174	CAPTAFOL
628	43	174	CAPTAFOL
470	43	174	CAPTAFOL
111	43	174	CAPTAFOL
056	43	174	CAPTAFOL
015	43	174	CAPTAFOL
012	43	174	CAPTAFOL
042	43	174	CAPTAFOL
038	43	174	CAPTAFOL
009	01	175	ETHOPROP
015	01	175	ETHOPROP
038	01	175	ETHOPROP
111	01	175	ETHOPROP
470	01	175	ETHOPROP
628	01	175	ETHOPROP
631	01	175	ETHOPROP
629	01	175	ETHOPROP
009	02	175	ETHOPROP
015	02	175	ETHOPROP
038	02	175	ETHOPROP
111	02	175	ETHOPROP
470	02	175	ETHOPROP
628	02	175	ETHOPROP
631	02	175	ETHOPROP
629	02	175	ETHOPROP
009	08	175	ETHOPROP
015	08	175	ETHOPROP
038	08	175	ETHOPROP
111	08	175	ETHOPROP
470	08	175	ETHOPROP
628	08	175	ETHOPROP
631	08	175	ETHOPROP
629	08	175	ETHOPROP
009	14	175	ETHOPROP
015	14	175	ETHOPROP
038	14	175	ETHOPROP
111	14	175	ETHOPROP
470	14	175	ETHOPROP
628	14	175	ETHOPROP
631	14	175	ETHOPROP
629	14	175	ETHOPROP
009	15	175	ETHOPROP
015	15	175	ETHOPROP
038	15	175	ETHOPROP
111	15	175	ETHOPROP
470	15	175	ETHOPROP
628	15	175	ETHOPROP
631	15	175	ETHOPROP
629	15	175	ETHOPROP
009	16	175	ETHOPROP
015	16	175	ETHOPROP
038	16	175	ETHOPROP
111	16	175	ETHOPROP
470	16	175	ETHOPROP
628	16	175	ETHOPROP
631	16	175	ETHOPROP
629	16	175	ETHOPROP
009	29	175	ETHOPROP
015	29	175	ETHOPROP
038	29	175	ETHOPROP
111	29	175	ETHOPROP
470	29	175	ETHOPROP
628	29	175	ETHOPROP
631	29	175	ETHOPROP
629	29	175	ETHOPROP
009	41	175	ETHOPROP
015	41	175	ETHOPROP
038	41	175	ETHOPROP
111	41	175	ETHOPROP
470	41	175	ETHOPROP
628	41	175	ETHOPROP
631	41	175	ETHOPROP
629	41	175	ETHOPROP
009	42	175	ETHOPROP
015	42	175	ETHOPROP
038	42	175	ETHOPROP
111	42	175	ETHOPROP
470	42	175	ETHOPROP
628	42	175	ETHOPROP
631	42	175	ETHOPROP
629	42	175	ETHOPROP
009	46	175	ETHOPROP
015	46	175	ETHOPROP
038	46	175	ETHOPROP
111	46	175	ETHOPROP
470	46	175	ETHOPROP
628	46	175	ETHOPROP
631	46	175	ETHOPROP
629	46	175	ETHOPROP
009	47	175	ETHOPROP
015	47	175	ETHOPROP
038	47	175	ETHOPROP
111	47	175	ETHOPROP
470	47	175	ETHOPROP
628	47	175	ETHOPROP
631	47	175	ETHOPROP
629	47	175	ETHOPROP
056	01	176	Gardona (Tetrachlorvinphos)
038	01	176	Gardona (Tetrachlorvinphos)
470	01	176	Gardona (Tetrachlorvinphos)
631	01	176	Gardona (Tetrachlorvinphos)
015	01	176	Gardona (Tetrachlorvinphos)
056	02	176	Gardona (Tetrachlorvinphos)
038	02	176	Gardona (Tetrachlorvinphos)
470	02	176	Gardona (Tetrachlorvinphos)
631	02	176	Gardona (Tetrachlorvinphos)
015	02	176	Gardona (Tetrachlorvinphos)
056	05	176	Gardona (Tetrachlorvinphos)
038	05	176	Gardona (Tetrachlorvinphos)
470	05	176	Gardona (Tetrachlorvinphos)
631	05	176	Gardona (Tetrachlorvinphos)
015	05	176	Gardona (Tetrachlorvinphos)
056	14	176	Gardona (Tetrachlorvinphos)
038	14	176	Gardona (Tetrachlorvinphos)
470	14	176	Gardona (Tetrachlorvinphos)
631	14	176	Gardona (Tetrachlorvinphos)
015	14	176	Gardona (Tetrachlorvinphos)
056	15	176	Gardona (Tetrachlorvinphos)
038	15	176	Gardona (Tetrachlorvinphos)
470	15	176	Gardona (Tetrachlorvinphos)
631	15	176	Gardona (Tetrachlorvinphos)
015	15	176	Gardona (Tetrachlorvinphos)
056	16	176	Gardona (Tetrachlorvinphos)
038	16	176	Gardona (Tetrachlorvinphos)
470	16	176	Gardona (Tetrachlorvinphos)
631	16	176	Gardona (Tetrachlorvinphos)
015	16	176	Gardona (Tetrachlorvinphos)
056	23	176	Gardona (Tetrachlorvinphos)
038	23	176	Gardona (Tetrachlorvinphos)
470	23	176	Gardona (Tetrachlorvinphos)
631	23	176	Gardona (Tetrachlorvinphos)
015	23	176	Gardona (Tetrachlorvinphos)
056	40	176	Gardona (Tetrachlorvinphos)
038	40	176	Gardona (Tetrachlorvinphos)
470	40	176	Gardona (Tetrachlorvinphos)
631	40	176	Gardona (Tetrachlorvinphos)
015	40	176	Gardona (Tetrachlorvinphos)
056	41	176	Gardona (Tetrachlorvinphos)
038	41	176	Gardona (Tetrachlorvinphos)
470	41	176	Gardona (Tetrachlorvinphos)
631	41	176	Gardona (Tetrachlorvinphos)
015	41	176	Gardona (Tetrachlorvinphos)
056	42	176	Gardona (Tetrachlorvinphos)
038	42	176	Gardona (Tetrachlorvinphos)
470	42	176	Gardona (Tetrachlorvinphos)
631	42	176	Gardona (Tetrachlorvinphos)
015	42	176	Gardona (Tetrachlorvinphos)
056	46	176	Gardona (Tetrachlorvinphos)
038	46	176	Gardona (Tetrachlorvinphos)
470	46	176	Gardona (Tetrachlorvinphos)
631	46	176	Gardona (Tetrachlorvinphos)
015	46	176	Gardona (Tetrachlorvinphos)
056	47	176	Gardona (Tetrachlorvinphos)
038	47	176	Gardona (Tetrachlorvinphos)
470	47	176	Gardona (Tetrachlorvinphos)
631	47	176	Gardona (Tetrachlorvinphos)
015	47	176	Gardona (Tetrachlorvinphos)
039	02	177	FENTHION
015	02	177	FENTHION
038	02	177	FENTHION
050	02	177	FENTHION
631	02	177	FENTHION
628	02	177	FENTHION
039	14	177	FENTHION
015	14	177	FENTHION
038	14	177	FENTHION
050	14	177	FENTHION
631	14	177	FENTHION
628	14	177	FENTHION
039	15	177	FENTHION
015	15	177	FENTHION
038	15	177	FENTHION
050	15	177	FENTHION
631	15	177	FENTHION
628	15	177	FENTHION
039	16	177	FENTHION
015	16	177	FENTHION
038	16	177	FENTHION
050	16	177	FENTHION
631	16	177	FENTHION
628	16	177	FENTHION
039	46	177	FENTHION
015	46	177	FENTHION
038	46	177	FENTHION
050	46	177	FENTHION
631	46	177	FENTHION
628	46	177	FENTHION
039	47	177	FENTHION
015	47	177	FENTHION
038	47	177	FENTHION
050	47	177	FENTHION
631	47	177	FENTHION
628	47	177	FENTHION
038	02	178	OMETHOATE
039	02	178	OMETHOATE
050	02	178	OMETHOATE
056	02	178	OMETHOATE
628	02	178	OMETHOATE
631	02	178	OMETHOATE
015	02	178	OMETHOATE
038	08	178	OMETHOATE
039	08	178	OMETHOATE
050	08	178	OMETHOATE
056	08	178	OMETHOATE
628	08	178	OMETHOATE
631	08	178	OMETHOATE
015	08	178	OMETHOATE
038	14	178	OMETHOATE
039	14	178	OMETHOATE
050	14	178	OMETHOATE
056	14	178	OMETHOATE
628	14	178	OMETHOATE
631	14	178	OMETHOATE
015	14	178	OMETHOATE
038	15	178	OMETHOATE
039	15	178	OMETHOATE
050	15	178	OMETHOATE
056	15	178	OMETHOATE
628	15	178	OMETHOATE
631	15	178	OMETHOATE
015	15	178	OMETHOATE
038	16	178	OMETHOATE
039	16	178	OMETHOATE
050	16	178	OMETHOATE
056	16	178	OMETHOATE
628	16	178	OMETHOATE
631	16	178	OMETHOATE
015	16	178	OMETHOATE
038	29	178	OMETHOATE
039	29	178	OMETHOATE
050	29	178	OMETHOATE
056	29	178	OMETHOATE
628	29	178	OMETHOATE
631	29	178	OMETHOATE
015	29	178	OMETHOATE
038	46	178	OMETHOATE
039	46	178	OMETHOATE
050	46	178	OMETHOATE
056	46	178	OMETHOATE
628	46	178	OMETHOATE
631	46	178	OMETHOATE
015	46	178	OMETHOATE
038	47	178	OMETHOATE
039	47	178	OMETHOATE
050	47	178	OMETHOATE
056	47	178	OMETHOATE
628	47	178	OMETHOATE
631	47	178	OMETHOATE
015	47	178	OMETHOATE
038	48	178	OMETHOATE
039	48	178	OMETHOATE
050	48	178	OMETHOATE
056	48	178	OMETHOATE
628	48	178	OMETHOATE
631	48	178	OMETHOATE
015	48	178	OMETHOATE
015	12	180	CARBOFURAN
038	12	180	CARBOFURAN
048	12	180	CARBOFURAN
050	12	180	CARBOFURAN
056	12	180	CARBOFURAN
628	12	180	CARBOFURAN
629	12	180	CARBOFURAN
631	12	180	CARBOFURAN
036	12	180	CARBOFURAN
021	12	180	CARBOFURAN
015	46	180	CARBOFURAN
038	46	180	CARBOFURAN
048	46	180	CARBOFURAN
050	46	180	CARBOFURAN
056	46	180	CARBOFURAN
628	46	180	CARBOFURAN
629	46	180	CARBOFURAN
631	46	180	CARBOFURAN
036	46	180	CARBOFURAN
021	46	180	CARBOFURAN
015	48	180	CARBOFURAN
038	48	180	CARBOFURAN
048	48	180	CARBOFURAN
050	48	180	CARBOFURAN
056	48	180	CARBOFURAN
628	48	180	CARBOFURAN
629	48	180	CARBOFURAN
631	48	180	CARBOFURAN
036	48	180	CARBOFURAN
021	48	180	CARBOFURAN
038	01	181	METRIBUZIN
628	01	181	METRIBUZIN
631	01	181	METRIBUZIN
015	01	181	METRIBUZIN
629	01	181	METRIBUZIN
038	15	181	METRIBUZIN
628	15	181	METRIBUZIN
631	15	181	METRIBUZIN
015	15	181	METRIBUZIN
629	15	181	METRIBUZIN
038	16	181	METRIBUZIN
628	16	181	METRIBUZIN
631	16	181	METRIBUZIN
015	16	181	METRIBUZIN
629	16	181	METRIBUZIN
038	46	181	METRIBUZIN
628	46	181	METRIBUZIN
631	46	181	METRIBUZIN
015	46	181	METRIBUZIN
629	46	181	METRIBUZIN
007	01	183	CARBOPHENOTHION SULFONE
101	01	183	CARBOPHENOTHION SULFONE
042	01	183	CARBOPHENOTHION SULFONE
038	01	183	CARBOPHENOTHION SULFONE
015	01	183	CARBOPHENOTHION SULFONE
012	01	183	CARBOPHENOTHION SULFONE
011	01	183	CARBOPHENOTHION SULFONE
010	01	183	CARBOPHENOTHION SULFONE
103	01	183	CARBOPHENOTHION SULFONE
008	01	183	CARBOPHENOTHION SULFONE
104	01	183	CARBOPHENOTHION SULFONE
006	01	183	CARBOPHENOTHION SULFONE
005	01	183	CARBOPHENOTHION SULFONE
004	01	183	CARBOPHENOTHION SULFONE
003	01	183	CARBOPHENOTHION SULFONE
002	01	183	CARBOPHENOTHION SULFONE
001	01	183	CARBOPHENOTHION SULFONE
009	01	183	CARBOPHENOTHION SULFONE
105	01	183	CARBOPHENOTHION SULFONE
106	01	183	CARBOPHENOTHION SULFONE
107	01	183	CARBOPHENOTHION SULFONE
108	01	183	CARBOPHENOTHION SULFONE
109	01	183	CARBOPHENOTHION SULFONE
110	01	183	CARBOPHENOTHION SULFONE
102	01	183	CARBOPHENOTHION SULFONE
111	01	183	CARBOPHENOTHION SULFONE
470	01	183	CARBOPHENOTHION SULFONE
631	01	183	CARBOPHENOTHION SULFONE
007	02	183	CARBOPHENOTHION SULFONE
101	02	183	CARBOPHENOTHION SULFONE
042	02	183	CARBOPHENOTHION SULFONE
038	02	183	CARBOPHENOTHION SULFONE
015	02	183	CARBOPHENOTHION SULFONE
012	02	183	CARBOPHENOTHION SULFONE
011	02	183	CARBOPHENOTHION SULFONE
010	02	183	CARBOPHENOTHION SULFONE
103	02	183	CARBOPHENOTHION SULFONE
008	02	183	CARBOPHENOTHION SULFONE
104	02	183	CARBOPHENOTHION SULFONE
006	02	183	CARBOPHENOTHION SULFONE
005	02	183	CARBOPHENOTHION SULFONE
004	02	183	CARBOPHENOTHION SULFONE
003	02	183	CARBOPHENOTHION SULFONE
002	02	183	CARBOPHENOTHION SULFONE
001	02	183	CARBOPHENOTHION SULFONE
009	02	183	CARBOPHENOTHION SULFONE
105	02	183	CARBOPHENOTHION SULFONE
106	02	183	CARBOPHENOTHION SULFONE
107	02	183	CARBOPHENOTHION SULFONE
108	02	183	CARBOPHENOTHION SULFONE
109	02	183	CARBOPHENOTHION SULFONE
110	02	183	CARBOPHENOTHION SULFONE
102	02	183	CARBOPHENOTHION SULFONE
111	02	183	CARBOPHENOTHION SULFONE
470	02	183	CARBOPHENOTHION SULFONE
631	02	183	CARBOPHENOTHION SULFONE
007	05	183	CARBOPHENOTHION SULFONE
101	05	183	CARBOPHENOTHION SULFONE
042	05	183	CARBOPHENOTHION SULFONE
038	05	183	CARBOPHENOTHION SULFONE
015	05	183	CARBOPHENOTHION SULFONE
012	05	183	CARBOPHENOTHION SULFONE
011	05	183	CARBOPHENOTHION SULFONE
010	05	183	CARBOPHENOTHION SULFONE
103	05	183	CARBOPHENOTHION SULFONE
008	05	183	CARBOPHENOTHION SULFONE
104	05	183	CARBOPHENOTHION SULFONE
006	05	183	CARBOPHENOTHION SULFONE
005	05	183	CARBOPHENOTHION SULFONE
004	05	183	CARBOPHENOTHION SULFONE
003	05	183	CARBOPHENOTHION SULFONE
002	05	183	CARBOPHENOTHION SULFONE
001	05	183	CARBOPHENOTHION SULFONE
009	05	183	CARBOPHENOTHION SULFONE
105	05	183	CARBOPHENOTHION SULFONE
106	05	183	CARBOPHENOTHION SULFONE
107	05	183	CARBOPHENOTHION SULFONE
108	05	183	CARBOPHENOTHION SULFONE
109	05	183	CARBOPHENOTHION SULFONE
110	05	183	CARBOPHENOTHION SULFONE
102	05	183	CARBOPHENOTHION SULFONE
111	05	183	CARBOPHENOTHION SULFONE
470	05	183	CARBOPHENOTHION SULFONE
631	05	183	CARBOPHENOTHION SULFONE
007	13	183	CARBOPHENOTHION SULFONE
101	13	183	CARBOPHENOTHION SULFONE
042	13	183	CARBOPHENOTHION SULFONE
038	13	183	CARBOPHENOTHION SULFONE
015	13	183	CARBOPHENOTHION SULFONE
012	13	183	CARBOPHENOTHION SULFONE
011	13	183	CARBOPHENOTHION SULFONE
010	13	183	CARBOPHENOTHION SULFONE
103	13	183	CARBOPHENOTHION SULFONE
008	13	183	CARBOPHENOTHION SULFONE
104	13	183	CARBOPHENOTHION SULFONE
006	13	183	CARBOPHENOTHION SULFONE
005	13	183	CARBOPHENOTHION SULFONE
004	13	183	CARBOPHENOTHION SULFONE
003	13	183	CARBOPHENOTHION SULFONE
002	13	183	CARBOPHENOTHION SULFONE
001	13	183	CARBOPHENOTHION SULFONE
009	13	183	CARBOPHENOTHION SULFONE
105	13	183	CARBOPHENOTHION SULFONE
106	13	183	CARBOPHENOTHION SULFONE
107	13	183	CARBOPHENOTHION SULFONE
108	13	183	CARBOPHENOTHION SULFONE
109	13	183	CARBOPHENOTHION SULFONE
110	13	183	CARBOPHENOTHION SULFONE
102	13	183	CARBOPHENOTHION SULFONE
111	13	183	CARBOPHENOTHION SULFONE
470	13	183	CARBOPHENOTHION SULFONE
631	13	183	CARBOPHENOTHION SULFONE
007	14	183	CARBOPHENOTHION SULFONE
101	14	183	CARBOPHENOTHION SULFONE
042	14	183	CARBOPHENOTHION SULFONE
038	14	183	CARBOPHENOTHION SULFONE
015	14	183	CARBOPHENOTHION SULFONE
012	14	183	CARBOPHENOTHION SULFONE
011	14	183	CARBOPHENOTHION SULFONE
010	14	183	CARBOPHENOTHION SULFONE
103	14	183	CARBOPHENOTHION SULFONE
008	14	183	CARBOPHENOTHION SULFONE
104	14	183	CARBOPHENOTHION SULFONE
006	14	183	CARBOPHENOTHION SULFONE
005	14	183	CARBOPHENOTHION SULFONE
004	14	183	CARBOPHENOTHION SULFONE
003	14	183	CARBOPHENOTHION SULFONE
002	14	183	CARBOPHENOTHION SULFONE
001	14	183	CARBOPHENOTHION SULFONE
009	14	183	CARBOPHENOTHION SULFONE
105	14	183	CARBOPHENOTHION SULFONE
106	14	183	CARBOPHENOTHION SULFONE
107	14	183	CARBOPHENOTHION SULFONE
108	14	183	CARBOPHENOTHION SULFONE
109	14	183	CARBOPHENOTHION SULFONE
110	14	183	CARBOPHENOTHION SULFONE
102	14	183	CARBOPHENOTHION SULFONE
111	14	183	CARBOPHENOTHION SULFONE
470	14	183	CARBOPHENOTHION SULFONE
631	14	183	CARBOPHENOTHION SULFONE
007	15	183	CARBOPHENOTHION SULFONE
101	15	183	CARBOPHENOTHION SULFONE
042	15	183	CARBOPHENOTHION SULFONE
038	15	183	CARBOPHENOTHION SULFONE
015	15	183	CARBOPHENOTHION SULFONE
012	15	183	CARBOPHENOTHION SULFONE
011	15	183	CARBOPHENOTHION SULFONE
010	15	183	CARBOPHENOTHION SULFONE
103	15	183	CARBOPHENOTHION SULFONE
008	15	183	CARBOPHENOTHION SULFONE
104	15	183	CARBOPHENOTHION SULFONE
006	15	183	CARBOPHENOTHION SULFONE
005	15	183	CARBOPHENOTHION SULFONE
004	15	183	CARBOPHENOTHION SULFONE
003	15	183	CARBOPHENOTHION SULFONE
002	15	183	CARBOPHENOTHION SULFONE
001	15	183	CARBOPHENOTHION SULFONE
009	15	183	CARBOPHENOTHION SULFONE
105	15	183	CARBOPHENOTHION SULFONE
106	15	183	CARBOPHENOTHION SULFONE
107	15	183	CARBOPHENOTHION SULFONE
108	15	183	CARBOPHENOTHION SULFONE
109	15	183	CARBOPHENOTHION SULFONE
110	15	183	CARBOPHENOTHION SULFONE
102	15	183	CARBOPHENOTHION SULFONE
111	15	183	CARBOPHENOTHION SULFONE
470	15	183	CARBOPHENOTHION SULFONE
631	15	183	CARBOPHENOTHION SULFONE
007	16	183	CARBOPHENOTHION SULFONE
101	16	183	CARBOPHENOTHION SULFONE
042	16	183	CARBOPHENOTHION SULFONE
038	16	183	CARBOPHENOTHION SULFONE
015	16	183	CARBOPHENOTHION SULFONE
012	16	183	CARBOPHENOTHION SULFONE
011	16	183	CARBOPHENOTHION SULFONE
010	16	183	CARBOPHENOTHION SULFONE
103	16	183	CARBOPHENOTHION SULFONE
008	16	183	CARBOPHENOTHION SULFONE
104	16	183	CARBOPHENOTHION SULFONE
006	16	183	CARBOPHENOTHION SULFONE
005	16	183	CARBOPHENOTHION SULFONE
004	16	183	CARBOPHENOTHION SULFONE
003	16	183	CARBOPHENOTHION SULFONE
002	16	183	CARBOPHENOTHION SULFONE
001	16	183	CARBOPHENOTHION SULFONE
009	16	183	CARBOPHENOTHION SULFONE
105	16	183	CARBOPHENOTHION SULFONE
106	16	183	CARBOPHENOTHION SULFONE
107	16	183	CARBOPHENOTHION SULFONE
108	16	183	CARBOPHENOTHION SULFONE
109	16	183	CARBOPHENOTHION SULFONE
110	16	183	CARBOPHENOTHION SULFONE
102	16	183	CARBOPHENOTHION SULFONE
111	16	183	CARBOPHENOTHION SULFONE
470	16	183	CARBOPHENOTHION SULFONE
631	16	183	CARBOPHENOTHION SULFONE
007	20	183	CARBOPHENOTHION SULFONE
101	20	183	CARBOPHENOTHION SULFONE
042	20	183	CARBOPHENOTHION SULFONE
038	20	183	CARBOPHENOTHION SULFONE
015	20	183	CARBOPHENOTHION SULFONE
012	20	183	CARBOPHENOTHION SULFONE
011	20	183	CARBOPHENOTHION SULFONE
010	20	183	CARBOPHENOTHION SULFONE
103	20	183	CARBOPHENOTHION SULFONE
008	20	183	CARBOPHENOTHION SULFONE
104	20	183	CARBOPHENOTHION SULFONE
006	20	183	CARBOPHENOTHION SULFONE
005	20	183	CARBOPHENOTHION SULFONE
004	20	183	CARBOPHENOTHION SULFONE
003	20	183	CARBOPHENOTHION SULFONE
002	20	183	CARBOPHENOTHION SULFONE
001	20	183	CARBOPHENOTHION SULFONE
009	20	183	CARBOPHENOTHION SULFONE
105	20	183	CARBOPHENOTHION SULFONE
106	20	183	CARBOPHENOTHION SULFONE
107	20	183	CARBOPHENOTHION SULFONE
108	20	183	CARBOPHENOTHION SULFONE
109	20	183	CARBOPHENOTHION SULFONE
110	20	183	CARBOPHENOTHION SULFONE
102	20	183	CARBOPHENOTHION SULFONE
111	20	183	CARBOPHENOTHION SULFONE
470	20	183	CARBOPHENOTHION SULFONE
631	20	183	CARBOPHENOTHION SULFONE
007	21	183	CARBOPHENOTHION SULFONE
101	21	183	CARBOPHENOTHION SULFONE
042	21	183	CARBOPHENOTHION SULFONE
038	21	183	CARBOPHENOTHION SULFONE
015	21	183	CARBOPHENOTHION SULFONE
012	21	183	CARBOPHENOTHION SULFONE
011	21	183	CARBOPHENOTHION SULFONE
010	21	183	CARBOPHENOTHION SULFONE
103	21	183	CARBOPHENOTHION SULFONE
008	21	183	CARBOPHENOTHION SULFONE
104	21	183	CARBOPHENOTHION SULFONE
006	21	183	CARBOPHENOTHION SULFONE
005	21	183	CARBOPHENOTHION SULFONE
004	21	183	CARBOPHENOTHION SULFONE
003	21	183	CARBOPHENOTHION SULFONE
002	21	183	CARBOPHENOTHION SULFONE
001	21	183	CARBOPHENOTHION SULFONE
009	21	183	CARBOPHENOTHION SULFONE
105	21	183	CARBOPHENOTHION SULFONE
106	21	183	CARBOPHENOTHION SULFONE
107	21	183	CARBOPHENOTHION SULFONE
108	21	183	CARBOPHENOTHION SULFONE
109	21	183	CARBOPHENOTHION SULFONE
110	21	183	CARBOPHENOTHION SULFONE
102	21	183	CARBOPHENOTHION SULFONE
111	21	183	CARBOPHENOTHION SULFONE
470	21	183	CARBOPHENOTHION SULFONE
631	21	183	CARBOPHENOTHION SULFONE
007	23	183	CARBOPHENOTHION SULFONE
101	23	183	CARBOPHENOTHION SULFONE
042	23	183	CARBOPHENOTHION SULFONE
038	23	183	CARBOPHENOTHION SULFONE
015	23	183	CARBOPHENOTHION SULFONE
012	23	183	CARBOPHENOTHION SULFONE
011	23	183	CARBOPHENOTHION SULFONE
010	23	183	CARBOPHENOTHION SULFONE
103	23	183	CARBOPHENOTHION SULFONE
008	23	183	CARBOPHENOTHION SULFONE
104	23	183	CARBOPHENOTHION SULFONE
006	23	183	CARBOPHENOTHION SULFONE
005	23	183	CARBOPHENOTHION SULFONE
004	23	183	CARBOPHENOTHION SULFONE
003	23	183	CARBOPHENOTHION SULFONE
002	23	183	CARBOPHENOTHION SULFONE
001	23	183	CARBOPHENOTHION SULFONE
009	23	183	CARBOPHENOTHION SULFONE
105	23	183	CARBOPHENOTHION SULFONE
106	23	183	CARBOPHENOTHION SULFONE
107	23	183	CARBOPHENOTHION SULFONE
108	23	183	CARBOPHENOTHION SULFONE
109	23	183	CARBOPHENOTHION SULFONE
110	23	183	CARBOPHENOTHION SULFONE
102	23	183	CARBOPHENOTHION SULFONE
111	23	183	CARBOPHENOTHION SULFONE
470	23	183	CARBOPHENOTHION SULFONE
631	23	183	CARBOPHENOTHION SULFONE
007	41	183	CARBOPHENOTHION SULFONE
101	41	183	CARBOPHENOTHION SULFONE
